1708646405,513924940,odom,base_footprint,-37.990455627441406,-7.348755359649658,0.0,0.0,0.0,0.0005666387912523146,0.9999998394602272
1708646405,514497653,base_footprint,base_link,0.0,0.0,-1.2051432132720947,0.001922872966928773,-0.02306085878212263,4.4354979640458336e-05,0.9997322128372277
1708646405,516328317,base_link,crazyflie_flowdeck,0.0,0.0,0.0,0.0,0.7071067811865475,0.0,0.7071067811865476
1708646405,517971155,base_link,lighthouse_link,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1708646405,614012154,odom,base_footprint,-38.62516784667969,-7.460153579711914,0.0,0.0,0.0,0.0005874143701320017,0.999999827472164
1708646405,614343335,base_footprint,base_link,0.0,0.0,-1.2177292108535767,0.001884889779643202,-0.023052170052744073,4.346242655611967e-05,0.9997324855967198
1708646405,614957601,base_link,crazyflie_flowdeck,0.0,0.0,0.0,0.0,0.7071067811865475,0.0,0.7071067811865476
1708646405,616168080,base_link,lighthouse_link,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1708646405,714322180,odom,base_footprint,-39.265953063964844,-7.572347640991211,0.0,0.0,0.0,0.0005868716601274305,0.9999998277908124
1708646405,714686541,base_footprint,base_link,0.0,0.0,-1.2302563190460205,0.0018919352245643612,-0.023097587351387467,4.371087880561699e-05,0.9997314239979708
1708646405,715273716,base_link,crazyflie_flowdeck,0.0,0.0,0.0,0.0,0.7071067811865475,0.0,0.7071067811865476
1708646405,717191667,base_link,lighthouse_link,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1708646405,812689534,odom,base_footprint,-39.912841796875,-7.685388565063477,0.0,0.0,0.0,0.0005559553297674481,0.9999998454568237
1708646405,812964185,base_footprint,base_link,0.0,0.0,-1.2427724599838257,0.001892069689094724,-0.02316490557170208,4.3841458744390215e-05,0.9997298661638914
1708646405,814603297,base_link,crazyflie_flowdeck,0.0,0.0,0.0,0.0,0.7071067811865475,0.0,0.7071067811865476
