elapsed time,receive time,header.stamp,topic,value
4.663350089,1709161951.503171751,0.000000000,/odom.pose.pose.position.x,-30.867862701416016
4.763549376,1709161951.603371038,0.000000000,/odom.pose.pose.position.x,-31.29237174987793
4.864565891,1709161951.704387553,0.000000000,/odom.pose.pose.position.x,-31.715490341186523
4.962108217,1709161951.801929879,0.000000000,/odom.pose.pose.position.x,-32.14138412475586
5.063587287,1709161951.903408949,0.000000000,/odom.pose.pose.position.x,-32.57001876831055
5.162912259,1709161952.002733921,0.000000000,/odom.pose.pose.position.x,-33.00581741333008
5.263424863,1709161952.103246525,0.000000000,/odom.pose.pose.position.x,-33.44013214111328
5.363203446,1709161952.203025108,0.000000000,/odom.pose.pose.position.x,-33.877193450927734
5.463210697,1709161952.303032359,0.000000000,/odom.pose.pose.position.x,-34.31698989868164
5.562768139,1709161952.402589801,0.000000000,/odom.pose.pose.position.x,-34.75957489013672
5.662862192,1709161952.502683854,0.000000000,/odom.pose.pose.position.x,-35.20941925048828
5.76203866,1709161952.601860322,0.000000000,/odom.pose.pose.position.x,-35.65760803222656
5.862926382,1709161952.702748044,0.000000000,/odom.pose.pose.position.x,-36.10860824584961
5.962150047,1709161952.801971709,0.000000000,/odom.pose.pose.position.x,-36.562408447265625
6.06308761,1709161952.902909272,0.000000000,/odom.pose.pose.position.x,-37.023529052734375
6.163371223,1709161953.003192885,0.000000000,/odom.pose.pose.position.x,-37.436824798583984
6.261731306,1709161953.101552968,0.000000000,/odom.pose.pose.position.x,-37.89875030517578
6.362685029,1709161953.202506691,0.000000000,/odom.pose.pose.position.x,-38.410091400146484
6.462801228,1709161953.302622890,0.000000000,/odom.pose.pose.position.x,-38.83571243286133
6.562749155,1709161953.402570817,0.000000000,/odom.pose.pose.position.x,-39.30614471435547
6.662226031,1709161953.502047693,0.000000000,/odom.pose.pose.position.x,-39.77935028076172
6.762794865,1709161953.602616527,0.000000000,/odom.pose.pose.position.x,-40.255340576171875
6.8618710620000005,1709161953.701692724,0.000000000,/odom.pose.pose.position.x,-40.7389030456543
6.963225109,1709161953.803046771,0.000000000,/odom.pose.pose.position.x,-41.22040557861328
7.062229303,1709161953.902050965,0.000000000,/odom.pose.pose.position.x,-41.704620361328125
7.16083025,1709161954.000651912,0.000000000,/odom.pose.pose.position.x,-42.191505432128906
7.261898526,1709161954.101720188,0.000000000,/odom.pose.pose.position.x,-42.68117904663086
7.361953912,1709161954.201775574,0.000000000,/odom.pose.pose.position.x,-43.17856216430664
7.461271066,1709161954.301092728,0.000000000,/odom.pose.pose.position.x,-43.673770904541016
7.5608819700000005,1709161954.400703632,0.000000000,/odom.pose.pose.position.x,-44.17179489135742
7.662544625,1709161954.502366287,0.000000000,/odom.pose.pose.position.x,-44.672584533691406
7.763535233,1709161954.603356895,0.000000000,/odom.pose.pose.position.x,-45.181175231933594
7.861278736,1709161954.701100398,0.000000000,/odom.pose.pose.position.x,-45.68746566772461
